ISBN;title;author;year;publisher
7100930;Good Intentions;Agnes Desarthe;2002;Flamingo
7100957;Good Intentions;Agnes Desarthe;2002;Flamingo
7100973;Dalai Lama's Book of Transformation;Dalai Lama;2001;Thorsons Publishers
7101260;The Vegetarian Society's Fresh Food;Lyn Weller;2000;HarperCollins Illustrated
7101503;Origami (Collins Gems Series);Harpercollins;2000;HarperCollins (UK)
7101929;Seahenge: A Quest for Life and Death in Bronze Age Britain;Francis Pryor;2002;HarperCollins UK
7101953;At Ruby's;Frank DeLaney;2001;HarperCollins Publishers
7102038;German Vital Vocab;Veronika Schnorr;2001;Trafalgar Square
7102216;5 Easy Steps to Becoming a Witch;Gilly Sergiev;2001;Thorsons Publishers
7102763;Understanding Dreams;Nerys Dee;2000;Thorsons Publishers
7102909;Way of Reincarnation;Judy Hall;2001;Thorsons Publishers
7103344;Paganism;Vivianne Crowley;2001;Thorsons Publishers
7103352;Wicca;Vivianne Crowley;2001;Thorsons Publishers
7103360;Druidry;Emma Restall Orr;2001;Thorsons Publishers
7103867;Synchronicity;Deike Begg;2001;Thorsons Publishers
7103921;Way of Crystal Healing;Ronald Bonewitz;2001;Thorsons Publishers
7103999;Witch;Fiona Horne;2001;Thorsons Publishers
7104758;In Forkbeard's Wake: Coasting Around Scandinavia (Flamingo);Ben Nimmo;2003;HarperCollins UK
7104820;Fenian Fire: The British Government Plot to Assassinate Queen Victoria;Christy Campbell;2003;HarperCollins (UK)
7105150;The Real Witches Handbook;Kate West;2001;Thorsons Publishers
7105665;Backwards;Rob Grant;2000;HarperCollins
7105940;Mary George of Allnorthover;Lavinia Greenlaw;2002;HarperCollins UK
7106130;To Hell in a Handcart;Richard Littlejohn;2001;HarperCollins UK
7106335;TRAVELS WITH A PRIMATE;Terry Waite;2001;Trafalgar Square
7106572;Guilty Creatures;Sue Welfare;2001;HarperCollins
7106580;Fallen Women;Sue Welfare;2002;HarperCollins
7107110;Saving Grace;Tom McGregor;2000;Trafalgar Square
7107900;street bible, the;Robert Lacey;2003;Zondervan Publishing Company
7108389;THE BEST OF THE TIMES;Matthew Paris;2001;Trafalgar Square
7108419;London: The Photographic Atlas;Getmapping.Com;2001;HarperCollins (UK)
7108648;Whizzard (Tales of the Dark Forest S.);Steve Barlow;2003;Trafalgar Square Books
7108834;Birthday;Alan Sillitoe;2002;HarperCollins UK
7109490;The Healing Paw: Not All Angels Have Wings;Billy Roberts;2001;Thorsons Publishers
7110014;Theodora's Diary;Penny Culliford;2001;Zondervan
7110049;Collins Gem Dictionary German;Harpercollins;2000;Collins
7110162;Zen;Martine Batchelor;2001;Thorsons Publishers
7110200;Way of Nlp (Thorsons Way of);Joseph O'Connor;2001;Thorsons Publishers
7110219;Way of Psychic Protection;Judy Hall;2001;Thorsons Publishers
7110227;Way of Wicca;Vivianne Crowley;2001;Thorsons Publishers
7110928;Billy;Pamela Stephenson;2002;HarperCollins Entertainment
7111819;Loopy Limericks;John Foster;2002;Trafalgar Square Books
7113323;Collins Bird Guide;Lars Svensson;2001;Collins
7113331;The Necessary Rituals of Maren Gripe;Oystein Lonn;2001;Flamingo
7113463;Never Again;Martin Gilbert;2001;HarperCollins Illustrated
7113668;Near Eastern Fells: Lakeland Fellranger (Lakeland Fellranger S.);Mark Richards;2003;Trafalgar Square
7113730;Boys on the Brain;Jean Ure;2002;Collins
7113862;Little Wolf, Forest Detective;Ian Whybrow;2001;Collins
7114788;One for My Baby;Tony Parsons;2001;HarperCollins Publishers
7115989;Paolo Di Canio: The Autobiography;Paolo Di Canio;2001;Trafalgar Square
7116241;The Fellowship of the Ring Visual Companion (The Lord of The Rings);Jude Fisher;2001;HarperCollins Entertainment
7116276;Night angels;Danuta Reah;2001;Collins Crime
7116497;Little Wolf's Postbag;Ian Whybrow;2001;Collins
7116993;A Woman's Guide to the Earth Traditions: Exploring Wicca, Shamanism, Paganism, Native America and Celtic Spiritual;Vivianne Crowley;2001;Thorsons Publishers
7117019;Lillian Too's Irresistible Book of Feng Shui Magic: 48 Sure Ways to Create Magic in Your Living Space;Lillian Too;2001;Element Books
7117221;People Detective;Tom McGregor;2002;Trafalgar Square
7117507;Lillian Too's Smart Feng Shui for the Home;Lillian Too;2001;Element Books
7117922;The Time Ships (Voyager Classics);Stephen Baxter;2002;HarperCollins Publishers
7118465;Peacocks Dancing;Sharon Maas;2001;HarperCollins Publishers
7118546;Simpsons Comics Royale UK Edition;Matt Groening;2001;Perennial
7118600;Little Wolf, Pack Leader;Ian Whybrow;2002;Collins
7119046;Little Wolf's Handy Book of Peoms;Ian Whybrow;2002;Collins
7119070;The Buddhist Path to Simplicity: Spiritual Practice for Everyday Life;Christina Feldman;2001;Element Books
7119666;The Bible Book;Nick Page;2002;Bibles/Liturgical/Music
7119704;Albert Le Blanc;Nick Butterworth;2002;Collins
7119763;"Everyone's Friend Percy (Percy the Park Keeper &amp; His Friends S.)";Nick Butterworth;2001;Collins
7119860;The Colour of Heaven;James Runcie;2003;HarperCollins
7119879;The Colour of Heaven;James Runcie;2004;HarperCollins
7119887;Somebody;Anita Anderson;2002;HarperCollins
7120214;Natural Witchcraft: The Timeless Arts and Crafts of the Country Witch;Marian Green;2002;Thorsons Publishers
7121326;Witch: A Magickal Journey : A Hip Guide to Modern Witchcraft;Fiona Horne;2002;Thorsons Publishers
7122039;"\Girls' Night Out\""/\""Boys' Night In\""""";Chris Manby;2001;HarperCollins Publishers
7122217;Illustrated Daughters of Britannia;Katie Hickman;2001;HarperCollins Illustrated
7122861;Dinosaurs (Collins Wild Guide S.);Adam Yates;2002;Collins
7123469;7 Days to a Magickal New You;Fiona Horne;2001;Thorsons Publishers
7123477;Vegan Cooking for Everyone;Leah Leneman;2001;Thorsons Publishers
7123760;The Nightmare Room Thrillogy: Fear Games (The Nightmare Room Thrillogy);R.L. Stine;2001;HarperCollins Publishers
7124414;Hit 'Em Hard: Jack Spot, King of the Underworld;Wensley Clarkson;2003;Trafalgar Square
7126468;Neil Hodgsons: Back on Track;Neil Hodgson;2001;HarperCollins UK
7126972;Unless I'm Very Much Mistaken: My Autobiography;Murray Walker;2003;Willow
7127863;Red Shift;Alan Garner;2002;Collins Voyager
7127898;The Owl Service;Alan Garner;2002;Collins Voyager
7127901;A Bag of Moonshine;Alan Garner;2002;Collins Voyager
7127936;The Dinosaur Hunters: A True Story of Scientific Rivalry and the Discovery of the Prehistoric World;Deborah Cadbury;2001;HarperCollins Publishers
7128568;Calypso Dreaming;Charles Butler;2002;Collins Voyager
7128576;The Fetch of Mardy Watt;Charles Butler;2004;Collins Voyager
7128908;Little Wolf's Big Book of Badness and Daring Deeds;Ian Whybrow;2001;Collins
7128983;Take It Personally: How to Make Conscious Choices to Change the World;Anita Roddick;2001;Conari Press
7130058;Signor Marconi's Magic Box: How an Amateur Inventor Defied Scientists and Began the Radio Revolution;Gavin Weightman;2003;HarperCollins Publishers
7130848;The Groundwater Diaries: Trials, Tributaries and Tall Stories from Beneath the Streets of London;Tim Bradford;2003;Flamingo
7131518;The Spirit of Peace: Teachings on Love, Compassion and Everyday Life;Dalai Lama;2002;Thorsons Publishers
7133103;Endometriosis: A Key to Healing Through Nutrition;Michael Vernon;2002;Thorsons Publishers
7133235;A Witch Alone: Thirteen Moons to Master Natural Magic;Marian Green;2002;Thorsons Publishers
7134495;Parzival and the Stone from Heaven: A Grail Romance Retold for Our Time;Lindsay Clarke;2002;Thorsons Publishers
7135688;Shining Hero;Sara Banerji;2004;Flamingo
7136013;Illustrated Elements of Homeopathy (Illustrated Elements Of...S.);Llana Dannheisser;1998;Element Books
7136110;Way of Hinduism (Thorsons Way of);Stephen Cross;2002;Thorsons Publishers
7137427;Shining Hero;Sara Banerji;2002;Flamingo
7137508;Wellington;Richard Holmes;2003;HarperCollins
7137559;Drop a Size in Two Weeks Flat!;Joanna Hall;2003;HarperCollins
7139357;Lost Summer;Stuart Harrison;2002;HarperCollins
7139411;The Crash of Hennington;Patrick Ness;2003;Flamingo
7140509;Secrets of the Tarot;A. T. Mann;2002;Thorsons Publishers
7141076;Unless: A Novel;Carol Shields;2002;Fourth Estate
7141084;Moral Hazard: A Novel;Kate Jennings;2002;Fourth Estate
7141335;Magickal Sex: A Witches' Guide to Beds, Knobs, and Broomsticks;Fiona Horne;2002;Thorsons Publishers
7143451;One Hundred Shades of White;Preethi Nair;2003;HarperCollins
7143907;Shrinking Violet;Jean Ure;2002;Collins
7143923;Pumpkin Pie;Jean Ure;2002;Collins
7144172;British Battles;Getmapping;2002;Trafalgar Square
7144350;Collins Complete Works of Oscar Wilde (Collins Classics S.);Oscar Wilde;2003;HarperCollins Publishers
7147805;Teri King's Astrological Horoscope for 2004;Teri King;2003;HarperCollins
7148119;The Speckled People;Hugo Hamilton;2003;Fourth Estate
7149980;The Speckled People : Memoir of a Half-Irish Childhood;Hugo Hamilton;2003;Fourth Estate
7154127;The Best After-Dinner Sports Tales;Will Chignell;2003;Trafalgar Square
7154607;Colors Insulting to Nature : A Novel;Cintra Wilson;2004;Fourth Estate
7154615;Unless : A Novel;Carol Shields;2003;Perennial
7155093;The Essential Spike Milligan;Eddie Izzard;2002;Fourth Estate
7155115;The Essential Spike Milligan;Eddie Izzard;2003;Fourth Estate
7155182;The Secret Path (A Tale from Percys Park);Nick Butterworth;2003;Collins
7156111;Man About Town;Mark Merlis;2003;Fourth Estate
7156154;One Hundred Shades of White;Preethi Nair;2003;Flamingo
7157738;The Gift : A Novel;David Flusfeder;2003;Fourth Estate
7158130;Count Your Blessings: The Healing Power of Gratitude and Love;John F. Demartini;2003;Element Books
7160003;Transforming the Mind: Teachings on Generating Compassion;Bstan-Dzin-Rgya-Mtsho;2003;Thorsons Publishers
7161484;An ABC of Enlightenment: A Spiritual Dictionary for the Here and Now;Osho;2003;Element Books
7163541;The Bride Stripped Bare;Anonymous;2004;Perennial
7163584;365 Nirvana Here and Now: Living Every Moment in Enlightenment;Josh Baran;2003;Thorsons Publishers
7163665;Politics : A Novel;Adam Thirlwell;2003;Fourth Estate
7164076;Indoor Plants (Collins Practical Gardener S.);Lia Leendertz;2004;Collins
7165498;The Ancient Egyptian Tarot;Clive Barrett;2004;Element Books
7170580;Mortification : Writers' Stories of Their Public Shame;Robin Robertson;2004;Fourth Estate
7170734;Rumi: Gardens of the Beloved;Maryam Mafi;2004;Element Books
7170866;The Bride Stripped Bare;Anonymous;2003;Fourth Estate
7176023;Beyond the Kama Sutra;Eleanor McKenzie;2004;Thorsons Publishers
7612591;Detox for Health: The 7-Day Detox Program Combining Diet and Massage;Nic Rowley;2000;Chilton Book Company
7612605;Total Yoga;Tara Fraser;2001;Thorsons Publishers
7612621;Eat Well Be Well;Pierre Jean Cousin;2001;Thorsons Publishers
7631219;The Bridge of Stars: 365 Prayers, Blessings, and Meditations from Around the World;Marcus Braybrooke;2001;Thorsons Publishers
7640617;Energize Your Life;Nic Rowley;2002;Thorsons Publishers
7662726;Prophecies: 4,000 years of prophets, visionaries, and predictions,;Tony Allan;2002;Thorsons
20002203;The Elements of Screenwriting;Irwin Blacker;1988;Collier Books
20009607;Collectors' Guide to Nineteenth-Century Photographs;William B. Welling;1976;"Simon &amp; Schuster"
20016700;How to Build and Furnish a Log Cabin;W. Ben  Hunt;1974;"John Wiley &amp; Sons"
20029101;AUTOBIOGRAPHY OF BENJAMIN FRANKLIN;Benjamin Franklin;1962;Touchstone
20066007;Albert Speer: The End of a Myth;Matthias Schmidt;1986;"Simon &amp; Schuster"
20080956;The Elements of Business Writing: A Guide to Writing Clear, Concise Letters, Memos, Reports, Proposals, and Other Business Documents;Gary Blake;1992;MacMillan Publishing Company
20083157;The Hormone Headache: New Ways to Prevent, Manage, and Treat Migraines and Other Headaches;Seymour Diamond;1995;MacMillan Publishing Company.
20083513;BATTLE OF THE TITANS;Carolyn Keene;1991;Scribner Paper Fiction
20088221;BRAT FARRAR;Josephine Tey;1988;Touchstone
20088248;The Man in the Queue;Josephine Tey;1988;"Simon &amp; Schuster"
20093616;The NEW COMICS;Bob Callahan;1991;Scribner Paper Fiction
20095007;The Deaf Smith Country Cookbook: Natural Foods for Family Kitchens;Marjorie Winn. Ford;1973;"Simon &amp; Schuster"
20098014;The Curious Cook: More Kitchen Science and Lore;Harold McGee;1992;"John Wiley &amp; Sons"
20098154;The 15-Minute Vegetarian Gourmet;Paulette Mitchell;1992;Collier Books
20098200;Woman's day snack cookbook;Lyn Stallworth;1980;Collier Books
20102011;FEW MINUTES WITH ANDY ROONEY;Andrew A. Rooney;1991;Scribner Paper Fiction
20103514;The Afternoon Tea Book;Michael  Smith;1989;"John Wiley &amp; Sons"
20103700;The Vegetarian Times Cookbook;MacMillan Publishing Editors;1984;"John Wiley &amp; Sons"
20121903;Masterpieces of the Modern Irish Theatre.;Robert Willoughby, Comp. Corrigan;1967;MacMillan Publishing Company
20122500;Scarlett, Rhett and a Cast of Thousands;Roland Flamini;1978;MacMillan Publishing Company
20122802;The American Musical Theater;Lehman Engel;1975;"Simon &amp; Schuster"
20125305;Sniglets (Snig'lit : Any Word That Doesn't Appear in the Dictionary, But Should);Rich Hall;1984;Collier Books
20125607;More Sniglets: Any Word That Doesn't Appear in the Dictionary, but Should;Rich Hall;1985;"Simon &amp; Schuster"
20126131;The Sixth Directorate (Collier Spymasters Series);Joseph Hone;1990;Collier Books
20128711;Axel's Castle: A Study in the Imaginative Literature of 1870-1930;Edmund Wilson;1991;"Simon &amp; Schuster"
20130805;MEMORIES OF MISTRESSES;Luigi Giorgio Barzini;1987;Scribner Paper Fiction
20130902;The Art of Questioning : Thirty Maxims of Cross-Examination;Peter Megargee  Brown;1988;"John Wiley &amp; Sons"
20133405;Cassell's Concise Latin-English, English-Latin Dictionary;D. P.  Simpson;1987;"John Wiley &amp; Sons"
20136609;EXPERIENCE AND EDUCATION;John Dewey;1963;Scribner Paper Fiction
20136803;"CassellÂ¿s French &amp; English Dictionary";J. H.  Douglas;1986;"John Wiley &amp; Sons"
20136900;"CassellÂ¿s Spanish &amp; English Dictionary";Brian  Dutton;1986;"John Wiley &amp; Sons"
20139713;Cigarettes (Collier Fiction);Harry Mathews;1988;Collier Books
20147953;COMPLEXITY : LIFE AT THE EDGE OF CHAOS;Roger Lewin;1994;"Simon &amp; Schuster"
20150806;A State of Independence;Caryl Phillips;1988;Collier Books
20154402;Elements of Grammar;Margaret Shertzer;1986;Simon Schuster Trade
20155506;Learning Calligraphy: A Book of Lettering, Design and History;Margaret Shepherd;1978;Macmillan General Reference
20160909;Helliconia Spring (Collier Nucleus Science Fiction Classic);Brian W. Aldiss;1992;"Simon &amp; Schuster"
20160917;Helliconia Summer (Collier Nucleus Science Fiction Classic);Brian Wilson Aldiss;1992;"Simon &amp; Schuster"
20160925;Helliconia Winter (Helliconia Trilogy, Vol 3);Brian Wilson Aldiss;1993;"Simon &amp; Schuster"
20163908;FIFTY SHORT SCIENCE FICTION TALES;Isaac Asimov;1963;Scribner
20165609;Where You'll Find Me and Other Stories;Ann Beattie;1987;"Simon &amp; Schuster"
20178506;Half a Life;Kirill Bulychev;Unknown;Simon Schuster Trade
20182104;T Zero;Italo Calvino;2000;MacMillan Publishing Company
20184700;The case of the constant suicides;John Dickson Carr;1985;Collier Books
20185103;Death-Watch;Carr;1970;Collier Books
20186002;Arabian Nights Murder;John D. Carr;1985;Collier Books
20187505;To Wake the Dead;John Dickson Carr;1984;Collier Books
20188706;The Mustache;Emmanuel Carrere;1988;Collier Books
20191200;A Night at the Movies: Or, You Must Remember This (Collier fiction);Robert Coover;1988;"Simon &amp; Schuster"
20195508;ESSENTIAL C.S. LEWIS;C.S. Lewis;1988;Scribner Paper Fiction
20195907;Adventures of Sherlock Holmes;Arthur Conan, Sir Doyle;1962;"Simon &amp; Schuster"
20197802;ALONE AGAINST TOMORROW;Nancy Ellison;1972;Scribner Paper Fiction
20198507;World Soul;Mikhail Emtsev;Unknown;Simon Schuster Trade
20198809;The Vegetable, or from President to Postman;F. Scott Fitzgerald;1987;Scribner Paper Fiction
20198817;The GREAT GATSBY (A Scribner Classic);F. Scott Fitzgerald;1992;Scribner Paper Fiction
20198825;GREAT GATSBY   AUTHORIZED TEXT (A Scribner Classic);F. Scott Fitzgerald;1992;Scribner Paper Fiction
20198841;LEE: AN ABRIDGEMENT;Douglas Southall Freeman;1993;Scribner Paper Fiction
20198906;Joshua;Joseph F Girzone;1987;Macmillan
20199031;KARA, THE LONELY FALCON;Joseph F. Girzone;1991;Touchstone
20199058;Joshua and the children: A parable;Joseph F Girzone;1991;Maxwell Macmillan International
20199082;SHEPHERD;Joseph F. Girzone;1992;Scribner Paper Fiction
20199090;Joshua In the Holy Land;Joseph Girzone;1993;Simon Schuster Trade
20199201;THIS SIDE OF PARADISE;F. Scott Fitzgerald;1988;Scribner Paper Fiction
20199309;TENDER IS THE NIGHT (REISSUE);F. Scott Fitzgerald;1988;Scribner Paper Fiction
20199406;The STORIES OF F SCOTT FITZGERALD (Scribner Classic);F. Scott Fitzgerald;1988;Scribner Paper Fiction
20199600;GREAT GATSBY (REISSUE);F. Scott Fitzgerald;1988;Scribner Paper Fiction
20199708;"The BEAUTIFUL &amp; DAMNED (REISSUE) : The Life of Mathematical Genuis and Nobel Laureate John Nash (A Scribner classic)";F. Scott Fitzgerald;1988;Scribner Paper Fiction
20199805;BABYLON REVISITED (A Scribner Classic);F. Scott Fitzgerald;1988;Scribner Paper Fiction
20199856;LOVE OF THE LAST TYCOON;F. Scott Fitzgerald;1995;Scribner
20207395;Natural Childhood: The First Practical and Holistic Guide for Parents of the Developing;John Thomson;1995;"Simon &amp; Schuster"
20209606;NEVER ALONE REISSUE;Phyllis Hobe;1987;Scribner Paper Fiction
20209851;Not Without Laughter;Langston Hughes;1995;Touchstone
20217811;Cook It Light;Jeanne Jones;1991;Macmillan General Reference
20218079;The Metamorphosis, In the Penal Colony, and Other Stories;Franz Kafka;1995;Touchstone
20223412;The Best Short Stories: 25 Stories from America's Foremost Humorist;Ring Lardner;1993;"Simon &amp; Schuster"
20223439;SOME CHAMPIONS;Ring Lardner;1993;Touchstone
20223706;The reawakening;Primo Levi;1986;Collier Books
20223714;SHORT STORIES OF JACK LONDON;Earle Labor;1992;Scribner Paper Fiction
